,Company Name,Founded,Location,Sector,What it does,Founders,Investor,Amount,Stage
1570,<td>Plum</td>,<td>2019</td>,<td>Bangalore</td>,<td>HealthCare</td>,<td>High quality health insurance and health benefits</td>,"<td>Abhishek Poddar, Saurabh Arora</td>","<td>Harsh Jain, Lalit Keshre</td>","<td>$15,000,000</td>",<td>Series A</td>
1571,<td>ThatMate</td>,<td>2019</td>,<td>Satara</td>,<td>HealthCare</td>,<td>ThatMate is a sexual and mental wellness app for teens.</td>,<td>Nishant Neeraj</td>,"<td>Supriya Kumari, Premanshu Singh</td>","<td>$140,000</td>",<td></td>
1572,<td>Klassroom</td>,<td>2016</td>,<td>Mumbai</td>,<td>EdTech</td>,<td>Klassroom offers a one-of-a-kind LIVE interactive learning experience to students.</td>,<td>Alka Javeri</td>,<td>ah! Ventures</td>,"<td>$200,000</td>",<td>Pre-series A</td>
1573,<td>Convin</td>,<td>2019</td>,<td>Bangalore</td>,<td>SaaS startup</td>,<td>Convin is a conversation intelligence platform that helps remote sales teams to understand conversations on a deeper levels.</td>,"<td>Ashish Santhalia, Atul Shree, Bharat Patidar, Durgesh Choudhary</td>","<td>9Unicorns Accelerator Fund, Sunder Nookala</td>","<td>$300,000</td>",<td>Pre-seed</td>
1574,<td>Mensa Brands</td>,<td>2021</td>,<td>Bangalore</td>,<td>Clothing</td>,"<td>Mensa scales brands leveraging its expertise in ecommerce, technology, marketing, category management &amp; demand planning.</td>",<td>Ananth Narayanan</td>,"<td>Accel Partners, Falcon Edge Capital, Norwest Venture Partners</td>","<td>$50,000,000</td>",<td>Series A</td>
1575,<td>Disruptium</td>,<td>2021</td>,<td>Ahmadabad</td>,<td>Consulting</td>,<td>A consultancy platform for startups</td>,"<td>Yash Shah, Kapil Mathrani, Ishit Desai</td>",<td>Pravesh Mehta</td>,"<td>$200,000</td>",<td></td>
1576,<td>MedTel Healthcare</td>,<td>2017</td>,<td>Orissia</td>,<td>HealthCare</td>,<td>An aggregator for Digital Health Clinics in low resource settings.</td>,"<td>Ajit Choudhury, Lalit Ranjan Manik, Manish Kumar Swain, Shashank Singhal, Siba Prasad Panda</td>",<td></td>,"<td>$5,000,000</td>",<td>Pre-series A</td>
1577,<td>Pickright Technologies</td>,<td>2019</td>,<td>Bangalore</td>,<td>FinTech</td>,<td>Pickright is a fintech marketplace platform for stock market investors and the stock market advisors.</td>,"<td>Namandeep Bhatia, Archana E</td>","<td>Gaurav Gupta, Vivek Srivatsav</td>","<td>$200,000</td>",<td></td>
1578,<td>Ingenium</td>,<td>2018</td>,<td>New Delhi</td>,<td>EdTech</td>,<td>Ingenium Education has been pushing e-learning by bringing small and medium sized institutes and schools online.</td>,"<td>Pramudit Somvanshi, Mohit Patel, Aakash Gupta</td>",<td>Lead Angels</td>,<td>Undisclosed</td>,<td>Seed</td>
1579,<td>BharatPe</td>,<td>2018</td>,<td>New Delhi</td>,<td>FinTech</td>,"<td>BharatPe is the definitive platform for financial services. We process payments via UPI and POS, and provide credit / loans to our merchants</td>","<td>Ashneer Grover, Bhavik Koladiya, Shashvat Nakrani</td>","<td>Amplo, Insight Partners</td>","<td>$6,000,000</td>",<td>Debt</td>
1580,<td>RuleZero</td>,<td>2019</td>,<td>Bangalore</td>,<td>Tech Startup</td>,<td>Rulezero is a technology platform created by experienced startup executives to automate and manage the equity ownership of a startup.</td>,"<td>Satish Mugulavalli, Srinivas Katta</td>","<td>Induslaw, Reddy Futures</td>","<td>$1,000,000</td>",<td>Seed</td>
1581,<td>Rubix Data Sciences</td>,<td>2018</td>,<td>Mumbai</td>,<td>IT startup</td>,"<td>Rubix Data Sciences focuses on simplifying decision making for Credit, Risk, Compliance, Supply Chain and Marketing professionals in the B2B domain.</td>",<td>Mohan Ramaswamy</td>,<td></td>,"<td>$800,000</td>",<td>Seed</td>
1582,<td>Locobuzz</td>,<td>2011</td>,<td>Mumbai</td>,<td>Analytics</td>,<td>LocoBuzz is an analytics-based integrated marketing platform.</td>,<td>Vishal Agrawal</td>,<td>Yuj Ventures</td>,"<td>$4,000,000</td>",<td>Series A</td>
1583,<td>We Founder Circle</td>,<td>2020</td>,<td>Mumbai</td>,<td>FinTech</td>,"<td>A global platform of founders for founders offering investment, network and business opportunities.</td>",<td>Neeraj Tyagi</td>,<td>Geekster</td>,"<td>$2,000,000</td>",<td>Pre-seed</td>
1584,<td>Haqdarshak</td>,<td>2015</td>,<td>Jaipur</td>,<td>Finance</td>,<td>Haqdarshak is a tech platform that connects citizens with their eligible welfare schemes.</td>,"<td>Aniket Doegar, Asha Krishnan, PR Ganapathy</td>","<td>Manish Subramaniam, Upaya Social Ventures</td>","<td>$800,000</td>",<td>Pre-series A</td>
1585,<td>Celcius</td>,<td>2020</td>,<td>Mumbai</td>,<td>Logistics</td>,<td>The “ONLINE” Cold Chain network for Reefer trucks and Cold storage facilities.</td>,"<td>Swarup Bose, Rajneesh Raman, Arbind Jain</td>",<td>Eaglewings Ventures</td>,<td>Undisclosed</td>,<td>Seed</td>
1586,<td>Enthu.ai</td>,<td>2020</td>,<td>Chandigarh</td>,<td>AI startup</td>,<td>Enthu.AI operates as a conversation intelligence startup.</td>,"<td>Tushar Jain, Vishal Verma</td>",<td>Appit Simple Infotek</td>,"<td>$200,000</td>",<td></td>
1587,<td>Myelin Foundry</td>,<td>2019</td>,<td>Bangalore</td>,<td>AI startup</td>,"<td>Myelin Foundry is a deep tech product start-up transforming human experiences and industry outcomes by building Artificial Intelligence algorithms on video, voice, and sensor data, for consumer edge devices</td>","<td>Gopichand Katragadda, Ganesh Suryanarayanan, Aditi Olemann</td>",<td>Beyond Next Ventures</td>,"<td>$1,000,000</td>",<td>Pre-series A</td>
1588,<td>SuperOps.ai</td>,<td>2020</td>,<td>Chennai</td>,<td>AI startup</td>,<td>SuperOps.ai is an early stage startup in the MSP space.</td>,"<td>Arvind Parthiban, Jayakumar Karumbasalam</td>","<td>Ramakant Sharma, Elevation Capital</td>","<td>$3,000,000</td>",<td>Seed</td>
1589,<td>6Degree</td>,<td>2014</td>,<td>Mumbai</td>,<td>Retail</td>,<td>6Degree is a fashion retail startup that provides a launchpad to fashion talent and brands using a tech-enabled platform.</td>,"<td>Amit Bhardwaj, Nikhil Hegde</td>","<td>Keiretsu Forum, SucSEED Venture Partners</td>","<td>$1,000,000</td>",<td></td>
1590,<td>Teachmint</td>,<td>2020</td>,<td>Bangalore</td>,<td>EdTech</td>,<td>Teachmint is an online learning platform that focuses on tutor-student connectivity.</td>,"<td>Anshuman Kumar, Divyansh Bordia, Mihir Gupta, Payoj Jain</td>","<td>Lightspeed India Partners, CM Ventures</td>","<td>$16,500,000</td>",<td>Series A</td>
1591,<td>Sarathi</td>,<td>2020</td>,<td>Jodhpur</td>,<td>HealthCare</td>,"<td>Offer a range of services like lab tests, consultation at home, nursing services, emergency services, and appointment management.</td>",<td>Aditi Poyam</td>,<td></td>,"<td>$100,000</td>",<td>Seed</td>
1592,<td>Jidoka Technologies</td>,<td>2018</td>,<td>Chennai</td>,<td>Software</td>,"<td>Deliver automation of visual inspection, retaining the power of human intelligence, to enhance quality and efficiency</td>",<td>Sekar Udayamurthy</td>,<td></td>,"<td>$340,000</td>",<td>Seed</td>
1593,<td>Rapido</td>,<td>2015</td>,<td>Bangalore</td>,<td>Transportation</td>,<td>Rapido is a bike taxi service that encourages people to offer bike rides to other people.</td>,"<td>Aravind Sanka, Pavan Guntupalli, Rishikesh SR</td>","<td>Skycatcher, Nexus Venture Partners</td>","<td>$43,000,000</td>",<td>Series C</td>
1594,<td>BYJU'S</td>,<td>2011</td>,<td>Bangalore</td>,<td>EdTech</td>,<td>BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.</td>,"<td>Byju Raveendran, Divya Gokulnath</td>","<td>Tiga Investments, Baron Capital</td>","<td>$150,000,000</td>",<td></td>
1595,<td>ElasticRun</td>,<td>2015</td>,<td>Pune</td>,<td>E-commerce </td>,<td>ElasticRun develops an online system that improves the reception of orders from customers and the dispatch of delivery drivers.</td>,"<td>Sandeep Deshmukh, Saurabh Nigam, Shitiz Bansal</td>","<td>Avataar Venture Partners, Kalaari Capital</td>","<td>$75,000,000</td>",<td>Series D</td>
1596,<td>Avail Finance</td>,<td>2017</td>,<td>Bangalore</td>,<td>FinTech</td>,<td>Avail is a mobile-first platform aiming to financially include the urban mass of India.</td>,"<td>Ankush Aggarwal, Tushar Mehndiratta</td>","<td>Alteria Capital, Matrix Partners India</td>","<td>$3,000,000</td>",<td>Debt</td>
1597,<td>Nivesh</td>,<td>2016</td>,<td>Noida</td>,<td>FinTech</td>,<td>Nivesh.com is a mass market mutual funds investment platform.</td>,"<td>Anurag Garg, Sridhar Srinivasan</td>","<td>Raghav Kapur, Indian Angel Network</td>","<td>$1,600,000</td>",<td>Pre-series A</td>
1598,<td>Thingsup</td>,<td>2020</td>,<td>Pune</td>,<td>IoT platform</td>,<td>Thingsup is an Enterprise Grade IoT Platform.</td>,"<td>Akshay Ghadage, Pranav Naiknavare</td>",<td>GSF Accelerator</td>,"<td>$1,000,000</td>",<td></td>
1599,<td>Arthya Wealth and Investments</td>,<td>2020</td>,<td>Mumbai</td>,<td>FinTech</td>,"<td>A comprehensive, high quality, open-architecture based Wealth Management and Investment Advisory platform, to cater to investors across the board: Individuals, Businesses/Corporate Treasuries, Family Offices, Trusts and more.</td>",<td>Gaurav Arora</td>,"<td>Rishi Kumar Bagla, Krishen Lal Khanna</td>","<td>$1,000,000</td>",<td>Pre-series A</td>
1600,<td>Unbox Robotics</td>,<td>2019</td>,<td>Bangalore</td>,<td>AI startup</td>,"<td>Unbox Robotics builds on-demand AI-driven warehouse robotics solutions, which can be deployed using limited foot-print, time, and capital.</td>","<td>Pramod Ghadge, Shahid Memon</td>","<td>BEENEXT, Entrepreneur First</td>","<td>$1,200,000</td>",<td>Pre-series A</td>
1601,<td>upGrad</td>,<td>2015</td>,<td>Mumbai</td>,<td>EdTech</td>,<td>UpGrad is an online higher education platform.</td>,"<td>Mayank Kumar, Phalgun Kompalli, Ravijot Chugh, Ronnie Screwvala</td>","<td>Unilazer Ventures, IIFL Asset Management</td>","<td>$120,000,000</td>",<td></td>
1602,<td>Lead School</td>,<td>2012</td>,<td>Mumbai</td>,<td>EdTech</td>,<td>LEAD School offers technology based school transformation system that assures excellent learning for every child.</td>,"<td>Smita Deorah, Sumeet Mehta</td>","<td>GSV Ventures, Westbridge Capital</td>","<td>$30,000,000</td>",<td>Series D</td>
1603,<td>Bizongo</td>,<td>2015</td>,<td>Mumbai</td>,<td>B2B E-commerce</td>,<td>Bizongo is a business-to-business online marketplace for packaging products.</td>,"<td>Aniket Deb, Ankit Tomar, Sachin Agrawal</td>","<td>CDC Group, IDG Capital</td>","<td>$51,000,000</td>",<td>Series C</td>
1604,<td>FypMoney</td>,<td>2021</td>,<td>Gurugram</td>,<td>FinTech</td>,"<td>FypMoney is Digital NEO Bank for Teenagers, empowering them with financial literacy and ease of secured financial transactions.</td>",<td>Kapil Banwari</td>,"<td>Liberatha Kallat, Mukesh Yadav, Dinesh Nagpal</td>","<td>$2,000,000</td>",<td>Seed</td>
1605,<td>Urban Company</td>,<td>2014</td>,<td>New Delhi</td>,<td>Home services</td>,"<td>Urban Company (Formerly UrbanClap) is a home and beauty services platform in India, Middle East, Singapore and Australia</td>","<td>Abhiraj Singh Bhal, Raghav Chandra, Varun Khaitan</td>",<td>Vy Capital</td>,"<td>$188,000,000</td>",<td></td>
1606,<td>Comofi Medtech</td>,<td>2018</td>,<td>Bangalore</td>,<td>HealthTech</td>,<td>Comofi Medtech is a healthcare robotics startup.</td>,<td>Gururaj KB</td>,"<td>CIIE.CO, KIIT-TBI</td>","<td>$200,000</td>",<td></td>
1607,<td>Qube Health</td>,<td>2016</td>,<td>Mumbai</td>,<td>HealthTech</td>,<td>India's Most Respected Workplace Healthcare Management Company</td>,<td>Gagan Kapur</td>,<td>Inflection Point Ventures</td>,<td>Undisclosed</td>,<td>Pre-series A</td>
1608,<td>Vitra.ai</td>,<td>2020</td>,<td>Bangalore</td>,<td>Tech Startup</td>,<td>Vitra.ai is an AI-based video translation platform</td>,<td>Akash Nidhi PS</td>,<td>Inflexor Ventures</td>,<td>Undisclosed</td>,<td></td>
1609,<td>Taikee</td>,<td>2010</td>,<td>Mumbai</td>,<td>E-commerce </td>,"<td>Taikee is the ISO-certified, B2B e-commerce platform of Peel-Works, enabling better lives for corner stores.</td>","<td>Nidhi Ramachandran, Sachin Chhabra</td>",<td></td>,"<td>$1,000,000</td>",<td></td>
1610,<td>Fitterfly</td>,<td>2016</td>,<td>Mumbai</td>,<td>HealthTech</td>,"<td>Fitterfly offers customized and personalized wellness programs for diabetes PCOS, pregnancy, weight loss, pediatric and nutrition.</td>",<td>Dr Arbinder Singal</td>,"<td>9Unicorns Accelerator Fund, Metaform Ventures</td>","<td>$3,000,000</td>",<td>Pre-series A</td>
1611,<td>FreeStand</td>,<td>2017</td>,<td>New Delhi</td>,<td>B2B service</td>,<td>FreeStand enables FMCG brands to execute trackable and scalable product sampling campaigns.</td>,"<td>Konark Sharma, Sneh Soni</td>","<td>SucSEED Indovation, IIM Calcutta Innovation Park</td>","<td>$100,000</td>",<td></td>
1612,<td>MyDentalPlan</td>,<td>2014</td>,<td>Bangalore</td>,<td>Helathcare</td>,<td>My Dental Plan provides dental care packages and services.</td>,"<td>Dr Mohender Narula, Dr AnandKrishna, Dr Girish Rao</td>",<td>Safe Planet Medicare</td>,"<td>$700,000</td>",<td>Seed</td>
